original_word,positive,neutral,negative
flashy,0.14,0.15,0.71
Because,0.03,0.91,0.06
poor...,0.0,0.0,1.0
phone,0.06,0.91,0.03
"editing,",0.17,0.56,0.27
kinds,0.19,0.76,0.05
littered,0.0,0.0,1.0
go!?,0.16,0.81,0.03
event,0.17,0.79,0.04
as:,0.48,0.46,0.06
tied,0.06,0.88,0.06
fish,0.5,0.46,0.04
rich...,0.98,0.01,0.01
Rourke,0.13,0.81,0.06
arm.,0.02,0.95,0.03
bounty,0.47,0.48,0.05
idiot.,0.0,0.0,1.0
seen.<br,0.03,0.96,0.01
tattooed,0.09,0.85,0.06
hunters,0.14,0.82,0.04
"banal,",0.0,0.0,1.0
"call,",0.03,0.95,0.02
"mystery,",0.61,0.33,0.06
eliminates,0.13,0.81,0.06
competent,0.95,0.04,0.01
"Terminator,",0.08,0.86,0.06
silver,0.05,0.92,0.03
"partners,",0.16,0.8,0.04
into.,0.09,0.87,0.04
Low,0.03,0.85,0.12
shots.,0.11,0.84,0.05
holding,0.12,0.84,0.04
eyes.,0.13,0.81,0.06
red,0.05,0.92,0.03
dozen,0.02,0.96,0.02
rip-off,0.0,0.0,1.0
arsenal,0.52,0.45,0.03
flashing,0.07,0.82,0.11
"Protector,",0.13,0.83,0.04
clincher,0.13,0.81,0.06
flicks,0.16,0.76,0.08
Terminator.,0.08,0.86,0.06
suit,0.22,0.73,0.05
suspense.,0.68,0.24,0.08
"cops,",0.14,0.65,0.21
"sidewalk,",0.08,0.87,0.05
custody?!?,0.12,0.83,0.05
portions,0.08,0.82,0.1
"station,",0.15,0.81,0.04
things.,0.16,0.76,0.08
office,0.22,0.73,0.05
Within,0.06,0.91,0.03
gun.,0.25,0.67,0.08
Darkwolf,0.13,0.81,0.06
stripper,0.1,0.85,0.05
hiding,0.11,0.77,0.12
creature,0.2,0.71,0.09
Aliens,0.07,0.85,0.08
expensive,0.0,0.0,1.0
"eyes,",0.13,0.81,0.06
emphasizing,0.13,0.81,0.06
lined,0.07,0.91,0.02
knowing,0.22,0.73,0.05
valid,0.17,0.69,0.14
"Protector"",",0.13,0.83,0.04
submachine,0.13,0.81,0.06
laid,0.4,0.53,0.07
"unimpressive,",0.0,0.0,1.0
unsurprisingly,0.08,0.72,0.2
"civilians,",0.09,0.83,0.08
mirror,0.08,0.88,0.04
"uninspired,",0.0,0.0,1.0
afford,0.1,0.44,0.46
operate,0.09,0.87,0.04
writing:,0.26,0.61,0.13
facet,0.13,0.81,0.06
BIG,0.19,0.74,0.07
chance.,0.21,0.73,0.06
"""pre-determined""",0.01,0.98,0.01
truth.,0.25,0.61,0.14
banned,0.01,0.05,0.94
Producers,0.1,0.86,0.04
"agent,",0.06,0.9,0.04
networks,0.1,0.87,0.03
helping,0.74,0.24,0.02
"ago,",0.11,0.84,0.05
"HBO,",0.13,0.84,0.03
stake,0.08,0.89,0.03
NBC,0.12,0.85,0.03
US.<br,0.01,0.99,0.0
Standing,0.16,0.79,0.05
Page!!!,0.06,0.9,0.04
rejected,0.0,0.0,1.0
ANYONE,0.08,0.88,0.04
"asked,",0.08,0.85,0.07
80%,0.08,0.88,0.04
charge,0.07,0.85,0.08
TvOne,0.03,0.96,0.01
talent!,0.91,0.07,0.02
/>Please,0.06,0.93,0.01
THREE,0.05,0.93,0.02
Producers',0.14,0.8,0.06
victimized:,0.0,0.0,1.0
Facebook,0.06,0.91,0.03
disgrace.,0.0,0.0,1.0
Comedians,0.16,0.79,0.05
"""Last",0.04,0.94,0.02
http://www.youtube.com/watch?v=RMb4-hyet_Y,0.06,0.91,0.03
comedians.,0.16,0.79,0.05
"Standing.""",0.16,0.79,0.05
Comic,0.12,0.75,0.13
"Standing""",0.16,0.79,0.05
comics,0.14,0.79,0.07
comedians,0.16,0.79,0.05
exploited,0.0,0.02,0.98
allowing,0.16,0.8,0.04
comedian,0.23,0.72,0.05
happen.<br,0.01,0.98,0.01
"BET,",0.07,0.91,0.02
GOOD,1.0,0.0,0.0
"7""",0.02,0.97,0.01
"kid,",0.16,0.65,0.19
"died,",0.0,0.0,1.0
guy's,0.28,0.51,0.21
children's,0.12,0.79,0.09
dull.,0.0,0.0,1.0
"gold,",0.12,0.84,0.04
mutt,0.11,0.85,0.04
"smelly),",0.0,0.01,0.99
Kind,0.12,0.76,0.12
'Native,0.09,0.87,0.04
poisons,0.08,0.12,0.8
Jonathan,0.13,0.83,0.04
dog'Shep',0.34,0.59,0.07
geezer,0.23,0.7,0.07
Did,0.1,0.69,0.21
preacher(for,0.45,0.48,0.07
"Lassie,",0.27,0.65,0.08
prospector,0.13,0.81,0.06
hire,0.09,0.86,0.05
dig,0.16,0.79,0.05
frankly,0.03,0.62,0.35
dark.,0.04,0.9,0.06
speech).,0.16,0.47,0.37
"Anyhoo,",0.15,0.8,0.05
moment.,0.13,0.82,0.05
partner.,0.17,0.79,0.04
Fire,0.16,0.8,0.04
idiot,0.0,0.0,1.0
recall,0.12,0.83,0.05
oily,0.01,0.01,0.98
dog?,0.15,0.8,0.05
slur),0.0,0.0,1.0
extent,0.07,0.88,0.05
Why?,0.04,0.9,0.06
Plus,0.13,0.84,0.03
digging,0.22,0.7,0.08
Lassie's,0.15,0.75,0.1
stupid),0.0,0.0,1.0
salary,0.15,0.8,0.05
DELIBERATELY,0.02,0.2,0.78
suppose,0.05,0.89,0.06
assist,0.14,0.84,0.02
quaint,0.97,0.01,0.02
gold.,0.12,0.84,0.04
Camp,0.12,0.81,0.07
steal,0.06,0.23,0.71
racial,0.1,0.62,0.28
strike,0.13,0.73,0.14
"guy(surprise,",0.43,0.51,0.06
devilish,0.58,0.24,0.18
stereotypical(to,0.0,0.01,0.99
verbs(as,0.31,0.62,0.07
grizzled(and,0.17,0.78,0.05
surprise),0.29,0.64,0.07
Lassie..err...SHEP,0.07,0.86,0.07
"i.e.,",0.05,0.93,0.02
Americans',0.19,0.75,0.06
innocent,0.01,0.02,0.97
car).<br,0.03,0.96,0.01
"""casually",0.08,0.9,0.02
appalling.,0.0,0.0,1.0
"erroneous,",0.0,0.0,1.0
more.<br,0.03,0.96,0.01
burning,0.14,0.65,0.21
Mark,0.1,0.87,0.03
Lester,0.14,0.83,0.03
"mindset,",0.14,0.78,0.08
pseudo-intellectual,0.04,0.29,0.67
paint,0.11,0.81,0.08
"""sneaking",0.05,0.9,0.05
bothered,0.0,0.01,0.99
sent,0.12,0.27,0.61
Rye.,0.08,0.91,0.01
Catcher,0.18,0.78,0.04
Lester's,0.09,0.88,0.03
valueless,0.13,0.81,0.06
Savalas',0.24,0.68,0.08
"""facts"",",0.09,0.89,0.02
"""factual""",0.29,0.68,0.03
man's,0.23,0.64,0.13
body.<br,0.01,0.99,0.0
discusses.<br,0.02,0.97,0.01
peeks,0.11,0.84,0.05
"body"".",0.08,0.88,0.04
glance.<br,0.01,0.99,0.0
"own,",0.14,0.81,0.05
clothed,0.07,0.89,0.04
kid's,0.13,0.54,0.33
sdiner82's,0.03,0.95,0.02
copies,0.15,0.79,0.06
/>Like,0.23,0.75,0.02
"up,",0.16,0.77,0.07
slander.,0.0,0.01,0.99
disturbing.,0.0,0.0,1.0
Kojak.<br,0.01,0.99,0.0
sdiner82,0.07,0.9,0.03
incorrect,0.0,0.0,1.0
deaths,0.0,0.0,1.0
"decades,",0.15,0.81,0.04
"cliff""",0.11,0.84,0.05
nudging,0.08,0.88,0.04
crude,0.0,0.01,0.99
comments,0.13,0.81,0.06
/>Sgt.,0.08,0.91,0.01
financed,0.13,0.81,0.06
cell,0.07,0.9,0.03
Draper,0.1,0.87,0.03
$20,0.01,0.98,0.01
lame.<br,0.0,0.01,0.99
murdered),0.02,0.04,0.94
town.,0.19,0.76,0.05
luckily,0.02,0.16,0.82
people.<br,0.01,0.99,0.0
bottle,0.07,0.89,0.04
exhaustion,0.09,0.64,0.27
stories.<br,0.02,0.97,0.01
Wilson.(next,0.07,0.91,0.02
"sucks""",0.0,0.0,1.0
/>buries,0.09,0.82,0.09
Tara,0.05,0.94,0.01
lover,0.98,0.01,0.01
abandon,0.04,0.21,0.75
ghost/zombies,0.08,0.43,0.49
bee,0.17,0.79,0.04
fist,0.13,0.81,0.06
(Tara,0.01,0.99,0.0
",Ben",0.03,0.96,0.01
movie.<br,0.05,0.93,0.02
filmmaker,0.17,0.76,0.07
revenge,0.02,0.03,0.95
furnished,0.13,0.81,0.06
ultra,0.2,0.76,0.04
behalf.<br,0.01,0.99,0.0
unharmed.,0.2,0.57,0.23
"movie,but",0.11,0.21,0.68
(I,0.06,0.92,0.02
"""",0.06,0.91,0.03
"gift,",0.98,0.01,0.01
Draper<br,0.01,0.99,0.0
fiend,0.51,0.39,0.1
)run,0.02,0.94,0.04
bad.After,0.0,0.0,1.0
Woodley,0.13,0.81,0.06
Sgt.,0.24,0.73,0.03
/>Trust,0.96,0.03,0.01
"cover,",0.05,0.91,0.04
finish,0.25,0.7,0.05
zombie,0.17,0.71,0.12
drunk,0.02,0.03,0.95
private,0.2,0.75,0.05
scrip,0.08,0.79,0.13
ups,0.12,0.83,0.05
story<br,0.02,0.97,0.01
wife/girl,0.5,0.44,0.06
wane,0.13,0.81,0.06
/>Then,0.04,0.94,0.02
"skills,",0.4,0.54,0.06
.about,0.03,0.96,0.01
grave.<br,0.05,0.89,0.06
step,0.14,0.83,0.03
collapse,0.01,0.02,0.97
",but",0.03,0.95,0.02
die,0.0,0.01,0.99
happens)after,0.03,0.27,0.7
soldier,0.16,0.78,0.06
wakes,0.21,0.69,0.1
movie.<br,0.05,0.93,0.02
report,0.08,0.81,0.11
hunted,0.17,0.66,0.17
/>his,0.1,0.87,0.03
camcorder,0.09,0.88,0.03
liquor,0.08,0.88,0.04
000,0.13,0.81,0.06
surprise.,0.29,0.64,0.07
HORROR,0.09,0.16,0.75
overacting),0.0,0.0,1.0
sheriff,0.13,0.81,0.06
rednecks,0.12,0.72,0.16
Cinemax,0.07,0.89,0.04
phrases,0.15,0.77,0.08
excited,0.93,0.05,0.02
hospitality.,0.65,0.31,0.04
racist,0.0,0.0,1.0
"""Hollywood""",0.03,0.96,0.01
"stereotype,",0.01,0.01,0.98
enamored,0.13,0.81,0.06
bars,0.09,0.88,0.03
station.,0.15,0.81,0.04
degraded,0.0,0.0,1.0
"backwoods,",0.11,0.81,0.08
Yoke,0.03,0.95,0.02
straight,0.15,0.8,0.05
concept!,0.15,0.81,0.04
scenes.<br,0.03,0.96,0.01
gays,0.26,0.67,0.07
townspeople,0.13,0.81,0.06
depicts,0.13,0.81,0.06
towns,0.15,0.79,0.06
friendly,0.98,0.01,0.01
rotation.,0.12,0.85,0.03
welcomed,0.96,0.03,0.01
"Southerners,",0.15,0.78,0.07
"ignorant,",0.0,0.01,0.99
defeated,0.01,0.0,0.99
editing.,0.17,0.56,0.27
law,0.14,0.82,0.04
southern,0.11,0.85,0.04
Louisiana,0.1,0.87,0.03
"Ceety"".<br",0.01,0.99,0.0
amateur,0.14,0.72,0.14
Louisiana.,0.1,0.87,0.03
drawl,0.12,0.65,0.23
enlightened,0.94,0.05,0.01
perpetuate).,0.13,0.81,0.06
raised,0.14,0.81,0.05
"""Newwww",0.14,0.84,0.02
stereotypes,0.01,0.02,0.97
insulted,0.0,0.0,1.0
"""homuh-sex'l""",0.0,1.0,0.0
Southern,0.11,0.85,0.04
enforcement,0.12,0.82,0.06
"popular,",0.74,0.24,0.02
overdone,0.0,0.0,1.0
advice:,0.11,0.85,0.04
duty,0.17,0.78,0.05
"""swamps""",0.01,0.98,0.01
homophobic,0.0,0.0,1.0
stale,0.0,0.0,1.0
bumpkins,0.13,0.81,0.06
writer/director,0.13,0.82,0.05
'ol,0.1,0.77,0.13
"exercise,",0.19,0.75,0.06
many!),0.16,0.79,0.05
relevance,0.26,0.67,0.07
"enough),",0.24,0.7,0.06
present-day,0.56,0.41,0.03
"""adaptation""",0.04,0.95,0.01
succeeding,0.3,0.61,0.09
Shakespeare's.,0.07,0.89,0.04
go.<br,0.03,0.96,0.01
movie-makers,0.05,0.84,0.11
"done),",0.23,0.71,0.06
Macbeth,0.13,0.81,0.06
unnecessarily),0.0,0.0,1.0
(too,0.02,0.95,0.03
justify,0.04,0.43,0.53
/>Apart,0.01,0.95,0.04
cringeful,0.13,0.81,0.06
shame.,0.0,0.0,1.0
countless,0.19,0.75,0.06
outfits.<br,0.02,0.97,0.01
(particularly,0.1,0.87,0.03
Australia,0.08,0.89,0.03
prolonged,0.05,0.76,0.19
"span,",0.03,0.94,0.03
proud,0.94,0.05,0.01
interpretation,0.16,0.78,0.06
practically,0.1,0.82,0.08
illustrates,0.13,0.81,0.06
self-indulgent,0.32,0.12,0.56
way.<br,0.01,0.99,0.0
terms.,0.06,0.91,0.03
(let's,0.05,0.92,0.03
"Hill),",0.18,0.77,0.05
/>Awesome,1.0,0.0,0.0
tuned,0.16,0.79,0.05
"sorts,",0.12,0.81,0.07
"terms,",0.06,0.91,0.03
work.<br,0.06,0.92,0.02
"adaptation,",0.14,0.81,0.05
"essentially,",0.05,0.86,0.09
Except,0.04,0.87,0.09
Shakespearian,0.13,0.81,0.06
blunder,0.0,0.0,1.0
ass-stupid,0.0,0.0,1.0
(Who,0.06,0.92,0.02
"OK,",0.2,0.26,0.54
"exaggeration,",0.04,0.53,0.43
English),0.09,0.82,0.09
Ju-on:,0.21,0.75,0.04
"""fed""",0.04,0.87,0.09
crown,0.1,0.88,0.02
trash),0.0,0.02,0.98
hair.,0.1,0.83,0.07
enjoys,0.99,0.01,0.0
stunned.,0.04,0.05,0.91
greatly,0.17,0.75,0.08
Grudge,0.0,0.01,0.99
harsh,0.0,0.0,1.0
exorcist,0.16,0.78,0.06
???,0.06,0.91,0.03
weren't,0.03,0.13,0.84
travelling,0.18,0.77,0.05
OK.,0.2,0.26,0.54
being.,0.1,0.82,0.08
victims.,0.01,0.01,0.98
*snorts*.,0.06,0.91,0.03
People,0.1,0.85,0.05
"Now,",0.19,0.76,0.05
"fares,",0.15,0.71,0.14
strands,0.06,0.9,0.04
daughter.,0.34,0.59,0.07
Kayako,0.13,0.81,0.06
Acceotable.,0.13,0.81,0.06
Kayako's,0.05,0.91,0.04
they?),0.11,0.85,0.04
affair,0.03,0.13,0.84
exaggerated,0.0,0.01,0.99
Stupid?,0.0,0.0,1.0
miraculously,0.32,0.63,0.05
dead.,0.0,0.02,0.98
began,0.14,0.56,0.3
hard.,0.0,0.0,1.0
Yeap.,0.28,0.68,0.04
spectre,0.13,0.81,0.06
"travelling,",0.18,0.77,0.05
Ask,0.07,0.91,0.02
spirits,0.19,0.77,0.04
stretch,0.04,0.93,0.03
viewer),0.06,0.9,0.04
bloke,0.41,0.52,0.07
(For,0.07,0.91,0.02
victims,0.01,0.01,0.98
dun,0.12,0.75,0.13
"Grudge,",0.0,0.01,0.99
MONSTERS,0.32,0.53,0.15
(Her,0.08,0.9,0.02
enters,0.12,0.83,0.05
vengeful,0.13,0.81,0.06
"power,",0.15,0.81,0.04
housewife,0.16,0.76,0.08
Tokyo,0.14,0.83,0.03
"rage,",0.07,0.18,0.75
investigating,0.13,0.81,0.06
"/>Closets,",0.04,0.95,0.01
CHANGES,0.18,0.77,0.05
"""CLOSET"",",0.05,0.94,0.01
display,0.08,0.86,0.06
breaking,0.08,0.62,0.3
coathanger,0.13,0.81,0.06
closets:,0.22,0.74,0.04
"""what",0.15,0.81,0.04
gore.,0.15,0.77,0.08
ummm...,0.04,0.67,0.29
scarier,0.01,0.03,0.96
closets,0.22,0.74,0.04
turnup,0.12,0.85,0.03
genre.,0.34,0.59,0.07
"slashing,",0.09,0.64,0.27
away.,0.08,0.81,0.11
gratuity,0.13,0.81,0.06
scary),0.0,0.0,1.0
SHE,0.24,0.69,0.07
f*@!,0.22,0.72,0.06
Explorer,0.17,0.8,0.03
falling,0.01,0.03,0.96
"/>Finally,",0.23,0.74,0.03
pre-destined,0.35,0.61,0.04
development.,0.15,0.8,0.05
with.,0.12,0.84,0.04
potential,0.17,0.76,0.07
Don't,0.03,0.63,0.34
Ebert,0.18,0.79,0.03
PG-13,0.0,1.0,0.0
On,0.16,0.79,0.05
Dora,0.16,0.79,0.05
rooting,0.57,0.34,0.09
grief,0.0,0.01,0.99
/>We,0.07,0.91,0.02
cliché,0.0,0.0,1.0
incompetence,0.0,0.0,1.0
damned,0.0,0.01,0.99
mirrored,0.06,0.91,0.03
NEVER,0.05,0.57,0.38
blew,0.0,0.01,0.99
quote,0.15,0.8,0.05
thirteen-year-old),0.03,0.95,0.02
protagonist,0.15,0.74,0.11
guy.,0.16,0.77,0.07
time?,0.16,0.78,0.06
arse,0.04,0.25,0.71
books...,0.3,0.63,0.07
of:,0.12,0.82,0.06
"Narnia,",0.25,0.7,0.05
grace,0.98,0.02,0.0
"closets,",0.22,0.74,0.04
hence,0.05,0.91,0.04
"watching!""",0.42,0.52,0.06
villains,0.22,0.5,0.28
cardinal,0.12,0.85,0.03
photograph,0.14,0.8,0.06
rule,0.09,0.86,0.05
asleep,0.21,0.7,0.09
{if,0.05,0.94,0.01
hero's,0.85,0.11,0.04
was.............I,0.1,0.84,0.06
movie},0.39,0.38,0.23
hole,0.06,0.86,0.08
top.For,0.6,0.38,0.02
scam,0.0,0.0,1.0
dosen't,0.03,0.14,0.83
Ace,0.87,0.12,0.01
perforamces,0.13,0.81,0.06
much.He's,0.19,0.76,0.05
hunter,0.26,0.7,0.04
bad.<br,0.0,0.0,1.0
Germany.really,0.16,0.8,0.04
living.so,0.56,0.37,0.07
island,0.1,0.86,0.04
"""What",0.15,0.81,0.04
killed.<br,0.0,0.0,1.0
"this?""",0.14,0.81,0.05
hustler,0.27,0.64,0.09
Up,0.16,0.77,0.07
wannabe,0.09,0.21,0.7
two-bit,0.01,0.96,0.03
oh,0.07,0.77,0.16
/>overall,0.11,0.87,0.02
Jokes.Bad,0.0,0.0,1.0
hunter's,0.19,0.77,0.04
Himmel,0.13,0.81,0.06
Germany.The,0.06,0.91,0.03
$2.00,0.01,0.99,0.0
Vargas,0.15,0.82,0.03
fares,0.15,0.71,0.14
Dumber,0.1,0.17,0.73
sides,0.02,0.96,0.02
snake-obsessed,0.01,0.0,0.99
top.<br,0.03,0.96,0.01
K-Mart.,0.04,0.95,0.01
Pest,0.04,0.91,0.05
well.as,0.79,0.18,0.03
"Plot,Bad",0.0,0.0,1.0
corny,0.01,0.0,0.99
Ventura,0.12,0.85,0.03
flat.You,0.01,0.98,0.01
flat-out,0.01,0.63,0.36
Legizomo,0.13,0.81,0.06
loud.besides,0.01,0.02,0.97
Dumb,0.0,0.0,1.0
Pest.<br,0.01,0.99,0.0
drugs.What's,0.73,0.18,0.09
"$50,000",0.01,0.99,0.0
coward,0.01,0.02,0.97
Jeffery,0.13,0.84,0.03
yeah,0.09,0.86,0.05
corny.as,0.01,0.01,0.98
24,0.02,0.97,0.01
survive,0.15,0.66,0.19
four-person,0.01,0.99,0.0
C-,0.06,0.91,0.03
incestuous.,0.0,0.01,0.99
o.k.,0.3,0.6,0.1
themes.,0.21,0.73,0.06
Stanton,0.07,0.91,0.02
observes.,0.13,0.81,0.06
lies,0.0,0.02,0.98
middle,0.04,0.91,0.05
gimmick,0.01,0.06,0.93
mannered,0.88,0.06,0.06
Eddie's,0.11,0.84,0.05
"eccentric,",0.26,0.53,0.21
not-very-good,0.01,0.0,0.99
"nowhere,",0.01,0.1,0.89
"Love""",1.0,0.0,0.0
endlessly,0.27,0.52,0.21
awry.<br,0.01,0.99,0.0
irritating,0.0,0.0,1.0
rounds,0.09,0.88,0.03
love/hate,0.27,0.0,0.73
Sam,0.13,0.84,0.03
/>Grade:,0.02,0.97,0.01
evening,0.39,0.55,0.06
experiments,0.15,0.79,0.06
Altman's,0.05,0.91,0.04
gentleman,0.67,0.29,0.04
Stanton),0.07,0.91,0.02
caller.<br,0.0,1.0,0.0
universal,0.28,0.69,0.03
Shepard,0.08,0.89,0.03
"monotone,",0.13,0.81,0.06
Quaid,0.16,0.73,0.11
1980s.,0.09,0.88,0.03
his.,0.29,0.61,0.1
stuntman,0.13,0.81,0.06
/>Chalk,0.02,0.97,0.01
flimsy,0.0,0.0,1.0
May's,0.01,0.97,0.02
May,0.03,0.95,0.02
explore,0.34,0.62,0.04
Basigner,0.13,0.81,0.06
hook,0.1,0.86,0.04
dusty,0.04,0.19,0.77
Basinger).,0.13,0.81,0.06
fault,0.0,0.0,1.0
figurative,0.13,0.81,0.06
"""Fool",0.01,0.01,0.98
play.,0.14,0.79,0.07
over.<br,0.01,0.98,0.01
"Eddie,",0.14,0.82,0.04
somnolent,0.13,0.81,0.06
literal,0.06,0.74,0.2
(Harry,0.04,0.95,0.01
/>Shepard,0.02,0.97,0.01
suggestion,0.1,0.86,0.04
demanding,0.2,0.44,0.36
twisted,0.01,0.03,0.96
gymnast's,0.19,0.73,0.08
Linnea,0.13,0.81,0.06
officer.,0.16,0.77,0.07
White,0.15,0.8,0.05
stud(the,0.16,0.8,0.04
Instantly,0.36,0.6,0.04
beleaguered,0.13,0.81,0.06
watch).,0.28,0.65,0.07
sister's,0.26,0.62,0.12
diploma,0.45,0.48,0.07
worried,0.0,0.0,1.0
Mackenzie)returned,0.07,0.83,0.1
Michaels,0.15,0.81,0.04
Low-quality,0.0,0.02,0.98
Argenziano)begins,0.04,0.88,0.08
confronts,0.17,0.59,0.24
climactic,0.13,0.81,0.06
Principal,0.34,0.6,0.06
shears,0.13,0.81,0.06
stomach,0.06,0.47,0.47
Michaels(Christopher,0.09,0.89,0.02
increase,0.11,0.85,0.04
children,0.19,0.74,0.07
"wearing),",0.11,0.84,0.05
request.,0.1,0.84,0.06
motive,0.19,0.69,0.12
ditsy,0.13,0.81,0.06
butt-head,0.01,0.93,0.06
garden,0.5,0.47,0.03
Halliday(Carmen,0.09,0.87,0.04
Pataki)wondering,0.05,0.88,0.07
horny,0.24,0.37,0.39
He'll,0.59,0.37,0.04
prom,0.72,0.24,0.04
soul,0.87,0.1,0.03
Guglione(Michael,0.1,0.87,0.03
Badger(E,0.04,0.94,0.02
sword,0.14,0.81,0.05
pair,0.05,0.93,0.02
recipient,0.18,0.76,0.06
receive,0.21,0.7,0.09
dies,0.01,0.0,0.99
leisurely,0.25,0.7,0.05
Danny,0.15,0.82,0.03
Virgil,0.2,0.75,0.05
sequences,0.19,0.75,0.06
runner,0.15,0.82,0.03
/>Rather,0.02,0.94,0.04
"executions,",0.13,0.81,0.06
Guam,0.08,0.9,0.02
Inspector,0.36,0.53,0.11
sleeps,0.13,0.81,0.06
Ensign,0.13,0.81,0.06
prime,0.97,0.02,0.01
providing,0.53,0.44,0.03
Quigley,0.13,0.81,0.06
campus,0.19,0.77,0.04
weary,0.04,0.05,0.91
clot,0.04,0.55,0.41
Anne(Patch,0.01,0.98,0.01
athletes,0.11,0.86,0.03
snooping,0.11,0.77,0.12
behead,0.13,0.81,0.06
VERY,0.26,0.64,0.1
canned,0.07,0.79,0.14
party.,0.4,0.55,0.05
Murphy)is,0.07,0.92,0.01
leak.,0.0,0.0,1.0
sweats(much,0.2,0.68,0.12
party).,0.4,0.55,0.05
killer.,0.67,0.18,0.15
embedded,0.08,0.87,0.05
uproar,0.01,0.05,0.94
locker.,0.12,0.84,0.04
Coach,0.16,0.8,0.04
murders,0.06,0.19,0.75
Dolores,0.14,0.83,0.03
Vanna,0.14,0.82,0.04
disturbed,0.01,0.01,0.98
parents',0.27,0.65,0.08
Frye,0.13,0.81,0.06
pleasurable,0.99,0.01,0.0
names.,0.13,0.83,0.04
"quirky,",0.98,0.01,0.01
logic.,0.07,0.72,0.21
"audience,",0.21,0.73,0.06
players.,0.1,0.86,0.04
meanders,0.13,0.81,0.06
hall,0.22,0.74,0.04
eccentric,0.26,0.53,0.21
"perhaps,",0.03,0.94,0.03
internal,0.06,0.88,0.06
cavort,0.13,0.81,0.06
"dull-witted,",0.0,0.0,1.0
bloomin',0.79,0.15,0.06
unexplained,0.06,0.66,0.28
wastes,0.0,0.0,1.0
"Betsy,",0.08,0.9,0.02
"department,",0.13,0.82,0.05
"Paris,",0.04,0.95,0.01
Goldblum,0.13,0.81,0.06
Hoskins?,0.13,0.81,0.06
"unbelievable,",0.7,0.19,0.11
"stars,",0.95,0.04,0.01
"ways,",0.09,0.88,0.03
surprises,0.69,0.25,0.06
Deer,0.2,0.76,0.04
"miss,",0.64,0.19,0.17
"/>So,",0.16,0.79,0.05
Carry-On,0.31,0.66,0.03
thing.<br,0.01,0.98,0.01
audience.<br,0.01,0.99,0.0
characteristics,0.14,0.81,0.05
Battleship,0.16,0.73,0.11
wit.,0.64,0.29,0.07
Hoskins,0.13,0.81,0.06
Algonquin,0.13,0.81,0.06
Richardson.,0.15,0.82,0.03
Duck,0.08,0.89,0.03
kill.<br,0.0,0.03,0.97
broad,0.07,0.9,0.03
"Death,",0.0,0.01,0.99
Potemkin.<br,0.01,0.99,0.0
"tedious,",0.0,0.0,1.0
Louis,0.15,0.81,0.04
funny.<br,0.97,0.02,0.01
joke,0.0,0.0,1.0
filmmaking.,0.2,0.71,0.09
Natasha,0.07,0.91,0.02
Soup,0.49,0.46,0.05
Hunter,0.26,0.7,0.04
"slowly,",0.09,0.77,0.14
bizarro,0.13,0.81,0.06
"Aubinard,",0.13,0.81,0.06
logical,0.82,0.14,0.04
Round,0.16,0.81,0.03
"Table,",0.13,0.82,0.05
it?<br,0.02,0.97,0.01
"dreadful,",0.0,0.0,1.0
mother's,0.19,0.61,0.2
"""quiet",0.14,0.84,0.02
"soar,",0.48,0.46,0.06
dis,0.14,0.39,0.47
Lena,0.11,0.85,0.04
influence,0.15,0.79,0.06
depth,0.23,0.73,0.04
that.),0.06,0.92,0.02
"""mixed""",0.01,0.97,0.02
academic,0.27,0.66,0.07
whatever,0.1,0.85,0.05
anyway.,0.03,0.88,0.09
Schrader's,0.05,0.91,0.04
worthy,0.99,0.01,0.0
ambivalence.,0.13,0.81,0.06
protest,0.04,0.25,0.71
distraction.,0.18,0.47,0.35
"4,",0.03,0.95,0.02
(Why,0.05,0.92,0.03
Luis,0.08,0.89,0.03
hear,0.15,0.8,0.05
silliness,0.27,0.36,0.37
"set!....""",0.18,0.78,0.04
earning,0.56,0.35,0.09
"outcome,",0.1,0.84,0.06
miserably,0.0,0.0,1.0
hotel?,0.22,0.66,0.12
Hannah's,0.11,0.83,0.06
complexity,0.2,0.7,0.1
sterile,0.13,0.81,0.06
"uninspiring,",0.0,0.0,1.0
"come,",0.13,0.81,0.06
Ruth.,0.15,0.81,0.04
"7,",0.02,0.97,0.01
beloved,0.89,0.09,0.02
flat.,0.03,0.93,0.04
Lena's,0.06,0.9,0.04
"says,",0.1,0.83,0.07
noticed.,0.07,0.82,0.11
"goy,",0.04,0.23,0.73
except,0.04,0.87,0.09
again??),0.27,0.65,0.08
spark.,0.16,0.77,0.07
parallel,0.08,0.89,0.03
pleas,0.08,0.78,0.14
obliged,0.4,0.37,0.23
bomber's,0.17,0.65,0.18
Israeli,0.06,0.89,0.05
Palestinians,0.09,0.85,0.06
mourning,0.11,0.58,0.31
unwilling,0.01,0.06,0.93
untrustworthy.,0.0,0.0,1.0
peace.<br,0.13,0.86,0.01
continued,0.19,0.74,0.07
bias,0.01,0.15,0.84
requests,0.16,0.78,0.06
victim,0.01,0.02,0.97
film-makers,0.04,0.92,0.04
hurt,0.0,0.0,1.0
closed-minded,0.01,0.96,0.03
selfish,0.0,0.0,1.0
position,0.11,0.85,0.04
partially,0.03,0.82,0.15
speak.,0.1,0.84,0.06
acknowledge,0.12,0.81,0.07
parallels,0.15,0.8,0.05
sadness,0.06,0.08,0.86
regardless,0.1,0.85,0.05
admirable,1.0,0.0,0.0
evidence,0.24,0.7,0.06
prison.,0.11,0.71,0.18
"fence,",0.07,0.89,0.04
